Sentiment,Text
έκπληξη,"['είδε', 'αλεπού', 'πήγαινος', 'αυτοκινητόδρομο', 'ελπίζω', 'πηγαίνω', 'σπίτι']"
έκπληξη,"['ανακάμψή', 'στις', 'ηνωμένες', 'πολιτεία', 'πήρε', 'ταλέντο', 'βρετανία', 'φαίνεται', 'ταλαντούχο', 'την', 'Αμερική']"
έκπληξη,"['το', 'διαδίκτυο', 'επάνω', 'διακομιστής', 'κάτω', 'Φοίνιξ', 'ήταν', 'επάνω']"
έκπληξη,"['μαθηματικά', 'κουίζ', 'meow', 'αλλεργία', 'meow', 'αλλεργία']"
έκπληξη,"['peter', 'ευχαριστώ', 'την', 'ακολουθήστε', 'πολλός', 'Σύλλογοι', 'πάστορες', 'ντροπή', 'δεν', 'οι', 'πάσχοντε', 'bris', 'twitter', 'πίσω']"
έκπληξη,"['ξύπνησα', 'ενός', 'κακός', 'ονείρο']"
έκπληξη,"['ευχόμαστε', 'παιχνίδι', 'ήταν', 'ζωντανό', 'ηλίθιο', 'κανάλι', '7']"
έκπληξη,"['ουάου', 'βλάπτω', 'τρόπο', 'χειρότερα', 'ό', ',', 'νόμιζος', 'θα']"
έκπληξη,"['αμαρτία', 'μένα']"
έκπληξη,"['η', 'αστυνομία', 'τελείωσε', 'πάρτι', '5', 'ξεκίνησα']"
έκπληξη,"['youve', 'δεν', 'είδε', 'δαχτυλίδι', 'μια', 'κρέπα', 'ταινία', 'κώλο']"
έκπληξη,"['πήρε', 'iPhone', 'ζηλεύω']"
έκπληξη,"['josh', 'τηλεφώνησε', 'μεγάλος', 'κουβά', 'το', 'άσχημο', 'μου', 'αρέσω', 'τύχη', 'τα', 'μου']"
έκπληξη,"['προσπαθώ', 'μάθω', 'photoshop', ',', 'δεν', 'πηγαίνω', 'καλά']"
έκπληξη,"['ο', 'καιρός', 'εξαιρετικά', 'περίεργο', 'φαινάμαι', 'να', 'βροχάμαι', 'σήμερα', 'φυσικά', 'το', 'φέρω']"
έκπληξη,"['σπατάλη', 'αποσμητικό', 'όχι', 'i', 'aint', 'havin', 'εταιρεία', 'επιτρέψτε', 'να', 'λειτουργήσω', 'σας']"
έκπληξη,"['τα', 'ακουστικά', 'με', 'συγκλόνομαι']"
έκπληξη,"['i', 'think', 'ανεμιστήρος', 'σελίδα', 'φτάσω', '7500']"
έκπληξη,"['χλιαρό', 'κρύο', 'βόρεια', 'ήταν', '77', 'χθες', 'είμαι', 'εδώ', '374']"
έκπληξη,"['σκυλί', 'μάτι', 'φαίνομαι', 'απλά', 'ξεδιπλώνομαι', 'νέος', 'πλυντήριο', ',', 'γιατί', 'μην', 'νομοθέτε', 'κτηνίατρος', 'το', 'ξεκλειδώσω']"
έκπληξη,"['ik', 'είναι', ',', 'εγώ', 'σχήμα', 'το', 'κράτησε', 'ένα', 'χρόνο', 'χρειάζομαι', 'ιό', 'λογισμικό', 'ή', 'να', 'το', 'πάρω', 'σταθερό', 'αναστεναγμό']"
έκπληξη,"['είναι', 'κτήμα', 'όταν', 'χρειάζομαι']"
έκπληξη,"['καλοκαίρι', 'εμφανιστώ', 'dollhouse', 'επόμενος', 'έτος', 'tinyurl', 'εξακολουθώ', 'λοξοτομώ', 'πιστεύω', 'συνηθίζω', 'να', 'ανανεώσω']"
έκπληξη,"['άλλαξαν', 'άνθρωπο']"
έκπληξη,"['πανδώρας', 'χτυπώ', 'σκληρά', 'δεν', 'παίζω', 'πραγματικό', 'ραδιόφωνο', 'να', 'παίζω', 'μεγάλη', 'μουσική', 'αυτό']"
έκπληξη,"['είναι', 'σας', 'κινητοποιημένος', 'ορισμένος', 'νεοσύλλεκτος', 'επιτυχημένος', 'νεαρός', 'επαγγελματία', 'μπορώ', 'πραγματικά', 'συμμετάσχω', 'μια', 'αν', 'υπάρχω']"
έκπληξη,"['εγώ', 'ζηλιάρης', 'εγώ', 'φτάσαμε', 'δούμε']"
έκπληξη,"['im', 'βαρεθώ', 'βαρεθώ', 'τίποτα', 'κάνω', ',', 'από', 'στον', 'υπολογιστή', 'την', 'ημέρα']"
έκπληξη,"['ναι', 'απλά', 'επιβεβαίωσε', 'αυτό', 'παιχνίδι', 'ήδη', 'patched', 'υποθέτω', 'θα', 'να', 'βοηθήσω']"
έκπληξη,"['πάω', 'παρακολουθώ', 'ενισχυτός', 'shorty', 'street', ',', 'συνέχεια', ',', 'μαραθώνιο', 'τη', 'διάλειμμα', 'φυλακή', ',', 'το', 'κρεβάτι', 'το', 'να', 'στέλνω', 'μήνυμας']"
έκπληξη,"['ονειρευτώ', 'τον', 'πρίγκηπας', 'γοητευτικό', 'ν', 'βλέπω', 'όλος', 'πάνε', 'στο', 'φυσιολογικό', 'ελπίζω', 'πραγματικά', 'lt3']"
έκπληξη,"['δεν', 'φίλους', 'twitter']"
έκπληξη,['wow']
έκπληξη,"['ότι', 'στην', 'όχθη', 'ποταμός']"
έκπληξη,"['είσαι', 'λυπημένο']"
έκπληξη,"['λείπω', 'ek', 'καλοκαίρι']"
έκπληξη,"['πυροβόλησαν', ',', 'ακόμα', 'ζωντανό']"
έκπληξη,"['πάρω', 'την', 'τριλογία', 'του', 'terminator', ',', 'αυτό', 'χρειάζομαι', 'στην', 'πραγματικότητα', 'τηλεοπτικός', 'σειρά', 'εξακολουθώ', 'μην', 'βρίσκω', 'δελεαστικό']"
έκπληξη,"['ωχ', ',', 'ανοίγω', 'τις', '9', 'π.μ.']"
έκπληξη,"['γίνομαι', 'μένα']"
έκπληξη,"['serena', 'darrian', 'θυμούνται', 'ένας', 'άλλο', 'ive', 'περιμένω', 'ημέρα', 'δει', 'να', 'ομολογήσω', 'την', 'αγάπη']"
έκπληξη,"['αυτος', 'υπηρεσιε', 'ειναι', 'παραλι']"
έκπληξη,"['λυπημένος', 'δεν', 'ποτέ', 'πραγματικός', 'χρόνος', 'περάσω', 'δυστυχώς', 'πάντα', 'insane', 'πηγαίνω']"
έκπληξη,"['είναι', 'σωστό', 'ξέχασα', 'τελείως', 'να', 'είναι', 'τον', 'αύγουστο', 'έχω', 'μεγάλος', 'καλοκαίρι']"
έκπληξη,"['ξύπνιος', '1245am', 'η', 'μαμά', 'γύρομαι', 'διαδίκτυο', 'μακριά', 'δεν', 'μπορώ', 'παρακολουθήσω', 'ζωντανός', 'συνομιλία', 'ccrying', 'λυπημένο']"
έκπληξη,['nan']
έκπληξη,['σχόλιο']
έκπληξη,"['δεν', 'κανένα', 'διαδίκτυο', 'drummer']"
έκπληξη,"['δεν', 'chandler', 'δεν', 'η', 'νέος', 'μηχανή', 'αναζήτηση', 'την', 'http', 'commgcotd', 'γιατί', 'όνομας']"
έκπληξη,"['πάρω', 'σήμερα', 'ορθοδοντικό']"
έκπληξη,"['μάγοι', 'έβλαψαν', 'άσχημο', 'συνέβη']"
έκπληξη,"['i', 'υποθέτω', 'γιατί', 'does', 'blackberrymessenger']"
έκπληξη,"['μοιάζω', 'το', 'miniitx', 'μου', 'συνηθισμένος', 'πλοίο', 'midjune', 'το', 'νωρίτερο']"
έκπληξη,"['πονοκέφαλος', 'χθες', 'βράδυ', 'μεταμορφωθώ', 'ένα', 'και', 'ο', 'χρόνος', 'να', 'οδηγήσω', 'από', 'αυτοκινητόδρομο', 'να', 'γιατι', 'γιατι']"
έκπληξη,"['διασκεδαστικό', 'παιχνίδι', 'candamir', 'τα', 'παιδί', 'περασμένη', 'νύχτα', 'μπορείς', 'το', 'πιστέψει', 'την', 'μας', 'μέρα']"
έκπληξη,"['πάρω', 'ενοχλημένος', 'σημειωματάριό', 'Ξέρω', 'παλιό', 'έχω', 'ρυτίδα', 'ποτέ', 'ήταν', 'αργά']"
έκπληξη,"['εισαγωγη', 'ειναι', 'απωλειομενη']"
έκπληξη,"['ξέρω', 'είναι', 'διαθέσιμος', 'Σιγκαπούρη']"
έκπληξη,"['αισθάνομαι', 'ζάλη', 'τη', 'στιγμή']"
έκπληξη,"['γιατί', 'δύο', 'αγωνίζομαι']"
έκπληξη,"['νόμιζος', 'θα', 'υπήρχε', 'άλλο', 'jam', 'παιχνίδι', ',', 'στη', 'συνέχεια', 'αποδείχθηκε', 'ήταν', 'κακό', 'παιχνίδι', 'καραόκε', 'μου', 'λείπω', 'μάχη']"
έκπληξη,"['κόκκινος', 'συνέβη', 'σκούρες', 'μπλε', 'μαύρες', 'ρίγα']"
έκπληξη,"['ηλίθιο', 'μου', 'συνηθίζω', 'συνδεθώ']"
έκπληξη,"['σκάφος', 'κολλημένος']"
έκπληξη,"['έκρηξη', 'παρελθόν', 'γιατί', 'να', 'το', 'πιπίλει', 'άσχημος', 'σχολείο']"
έκπληξη,"['μόνο', 'δεύτερο', 'ολόκληρο', 'ταξιδί', 'και', 'αφήνω', '3', 'ημέρα', ',', 'πρώτα', 'up', 'tomorrow']"
έκπληξη,"['wah', 'trip']"
έκπληξη,"['σύγχυση', 'στο', 'χώρο', 'εργασία']"
έκπληξη,"['μια', 'μεγαλοφυίας', 'θέσω', 'κουβέρτος', 'πλυντήριο', 'αριστερός', 'πτυσσόμενη', 'πόρτα', 'μισή', 'ανοιχτός', 'μηχανή', 'κινείται', 'πόρτα', 'θα', 'κλείσω', 'ή', 'ανοιχτό', 'κουνώντας', 'κεφάλι']"
έκπληξη,"['νυχτερινός', 'μετακίνηση', 'εργάζομαι', 'διασκέδαση', 'με', 'αυτό', 'Μπορώ', 'γυρίσω', 'μουσικός', 'όταν', 'άλλος', 'είναι', 'γραφείο']"
έκπληξη,"['η', 'δικός', 'λέω', 'ένα', 'ωραίος', 'ενισχυτή', 'έδωσε', 'κόκκινος', 'ελπίζω', 'θα', 'δουλέψω', 'σύντομα']"
έκπληξη,"['πέτρα', 'νεφρός', 'πραγματικά', 'http', 'comqsw9vq']"
έκπληξη,"['εκεί', 'im', 'χαλάσω']"
έκπληξη,"['απογοητευτικό', 'βλέπω', 'συμβουλή', 'εβδομάδα', 'ομάδα', 'τους', 'από', 'παραδοσιακός', 'υπηρεσία']"
έκπληξη,"['α', 'βλέπω', 'ποιο', 'σημαίνω', 'ότι', '/', 'heltershelter', 'πρόσωπο', 'σας', 'φαίνεται', 'τρομακτικό']"
έκπληξη,"['διαφήμιση', 'τρελός', 'θέλω', 'πρόσβαση', 'φωτογραφικός', 'μηχανή', 'το', 'μικρόφωνος', 'τι', 'amazon', 'πρέπει', 'πραγματικά', 'γνωρίζω', 'καλύτερα', 'bit', 'ly5fokq']"
έκπληξη,"['μισώ', 'ένας', 'δικτυακός', 'τόπος', 'αναφέρω', 'οι', 'τιμή', 'εισιτηρίο', 'σε', 'ιστοσελίδα', 'ότι']"
έκπληξη,"['alice', 'ξέρω', 'να', 'φορέσω', 'κινηματογράφο', 'lt3']"
έκπληξη,"['σκέφτομαι', 'θα', 'πάω', 'δω', 'από', 'ήλιο', 'σήμερα', 'κόκαλος', 'χρειάζομαι', 'χρώμα']"
έκπληξη,"['πρέπει', 'είμαι', 'κουρασμένος', 'έμεινος', 'κοιμισμένος', 'την', 'αρχή', '10', 'μ.μ.', 'ενισχυτός', 'ειδήσεα', 'μέχρι', 'να', '8am']"
έκπληξη,"['η', 'αδελφός', 'πήρε', 'αδελφό', 'ένα', 'lookonike', 'ασημένιο', 'αδιάβροχο', 'im', 'jonas', 'και', 'λέω', 'κλείσω', 'no1', 'αρέσω']"
έκπληξη,"['πηγαίνω', 'κρεβάτι', 'παράξενο', '1η', 'φορά', 'πολύ', 'χρόνο', 'κάνω', 'και', 'λέω', 'καληνύχτα', 'lil', 'περίεργο']"
έκπληξη,"['twitpic', 'com665to', 'από', '24', 'ώρες', 'εκπομπή', 'και', 'έσπασε', 'την', 'κιθάρα', 'στην', 'πρακτικός', 'twitpic', 'com660vv']"
έκπληξη,"['επομένως', ',', 'παρασκευή', 'πρέπει', 'θυμάμαι', 'εαυτό', 'μου', ',', 'κάθε', 'μέρα', 'φαίνεται', 'ίδιος']"
έκπληξη,"['θέλω', 'πάω', 'singapore', 'η', 'μητέρα', 'δεν', 'φαίνεται']"
έκπληξη,"['im', 'πόνος']"
έκπληξη,"['την', 'παραμονή', 'την', 'παρασκευή', 'να', 'δουλέψω']"
έκπληξη,"['γιατί', 'θα', 'επιτρέψω', 'αλλάζω', 'ιστορικό', 'tw']"
έκπληξη,"['φίλε', 'το', 'είπο', 'καν']"
έκπληξη,"['ωχ', ',', 'ξέχασα']"
έκπληξη,"['ένας', 'χαρούμενο', 'άνθρωπος', ',', 'η', 'επιθυμία', 'για', 'τοποθέτηση', 'πιο', 'για', 'το', 'δω', 'μου']"
έκπληξη,"['κατεστραμμένος', 'συναγερμός', '930', 'ήρθε', 'να', 'σβήσω', 'το', 'συναγερμό', '730', 'σηκώθηκε', '730', 'νάρκη', 'σκέφτηκε', 'ήταν', '930', 'γεμάτος', 'ανόη']"
έκπληξη,"['να', 'κοιμάσαι', 'να', 'ξυπνώ', 'πυροβολισμούς', 'είναι', 'διασκέδαση']"
έκπληξη,"['επιστροφός', 'εργασία', 'πολύ', 'e-mail', 'εισερχόμενά']"
έκπληξη,"['οι', 'άνδρε', 'έχω', 'διάθεση', 'πηγαίνω', 'σπίτι', 'θέλω', 'είστε', 'οικογένειά', 'τα', 'γενέθλιά']"
έκπληξη,"['πραγματικά', 'καπνίζω']"
έκπληξη,"['ahhh', 'ευκαιρία', 'πηγαίνω', 'σχολείο', 'από', 'εξετάσει', 'χημείας']"
έκπληξη,"['κουρασμένος', 'λοξοτομώ', 'πιστεύω', 'ήδη', 'σκοτεινό', 'εγώ', 'not', 'καν', 'πάρω', 'να', 'δείτε', 'ημέρα']"
έκπληξη,"['είναι', 'οπαδός', 'ηνωμένος', 'Βασιλείου', 'αγαπημένου']"
έκπληξη,"['επάνω', 'δεν', 'μπορώ', 'κοιμηθώ']"
έκπληξη,"['μπορώ', 'το', 'αντέξω', 'πηγαίνω', 'σχολείο']"
έκπληξη,"['που', 'ονομάσατε', 'αυτοκίνητό', 'thats', 'γλυκό', 'συγγνώμη', 'ακούσω', 'ο', 'πρέπει', 'πηγαίνω', 'ελπίζω', 'να', 'βρείτε', 'πραγματικά', 'ευγενικό']"
έκπληξη,"['χαμόγελος', 'μαλλιά', 'είναι', 'κοντά', 'λείπω', 'μακριά', 'μαλλιά']"
έκπληξη,"['λέω', 'να', 'μιλήσει', 'μια', 'φτέρνος', 'γάτα']"
έκπληξη,"['3breakwords', 'έχω', 'αλλάξω']"
έκπληξη,"['επιτρέπεται', 'σχάρα', 'αερίος', 'ζω', 'χάλι']"
έκπληξη,"['συμβαίνει', 'τους', 'ανθρώπου', 'δεύτερος', 'σπάσιμο', 'wallmans']"
έκπληξη,"['οχι', 'κακή', 'atleast', 'πληρώνομαι', 'την', 'παραμονή', 'ή']"
έκπληξη,"['πάρω', 'διπλό', 'πτυχίο', '2jobs', ',', 'το', 'μου', 'αυτοκίνητο', 'died', ',', 'απλά', 'κάνω', 'νιώθω', 'χαρωπό', 'αγώνας', ',']"
έκπληξη,"['λατρεύω', 'εκπλήξει', 'δουλεύω', 'την', 'κυριακή', 'έτσι', 'να', 'περιμένω']"
έκπληξη,"['pogs', 'πίσω']"
έκπληξη,"['σκέφτομαι', 'από', 'που', 'λέω', 'είναι', 'αληθινό', 'απλώς', 'αλαζονεία', 'λοξοτομώ', 'το', 'πιστεύω', 'έκανο', 'που', 'αισθάνομαι', 'ντροπή']"
έκπληξη,"['ναι', ',', 'πραγματικά']"
έκπληξη,"['πήρος', 'στην', 'πιτζάμα']"
έκπληξη,"['τσάι', 'φούσκος', 'φοβερό', 'ήταν', 'πολύ', 'καιρό', 'τότε', 'είχας']"
έκπληξη,"['ωραίος', 'καλοκαιρινό', 'πρωινό', 'ντροπή', 'να', 'δουλεύω']"
έκπληξη,['ήλιο']
έκπληξη,"['λοξοτομώ', 'πιστεύω', 'πρέπει', 'περιμένω', 'τον', 'οκτώβριο', 'δει', 'όταν', 'Αμερικανοί', 'να', 'το', 'δω', 'το', 'σαββατοκύριακο']"
έκπληξη,"['πόρτα', 'μου', 'αρνήθηκε', 'είσοδο', 'λογαριασμό', 'χωρίς', 'ξεφούσκωσο', 'ακούστηκε', 'ήταν', 'καλός', 'νύχτα', 'την', 'φορά', 'άρρωστος', 'έτοιμο']"
έκπληξη,"['λέω', 'πω', 'χρόνο', 'σήμερα', 'bourdon', 'σκοτώθηκε', 'φαίνεται', 'πολύ', 'καιρό']"
έκπληξη,['nan']
έκπληξη,"['σκέφτηκο', 'ήταν', 'το', 'χειμώνο', 'αποδεικνύομαι', 'ο', 'χειμώνα', 'αρχίσω']"
έκπληξη,"['ah', 'τεράστιος', 'ανεμιστήρας', 'σηκωθούμε', 'μέση', 'νύχτα', 'να', 'αλλάζω', 'φύλλο', 'τα', 'εσώρουχο']"
έκπληξη,"['του', '1', 'πρωί', 'σκατά']"
έκπληξη,"['arghhh', 'κορεατικό', 'dvd', 'μπορώ', 'δει', 'πρέπει', 'γελάσω']"
έκπληξη,"['υπάρχω', 'δικαίωμα', 'πρέπει', 'κάνω', 'περισσότερος', 'συγγνώμη']"
έκπληξη,"['πάρα', 'μια', 'αδερφέ']"
έκπληξη,"['άλλη', 'επιστολή', 'σας', 'την', 'ασφάλιση', 'αυτοκινήτο']"
έκπληξη,"['μπορώ', 'πιστέψω', 'πόσο', 'έχω', 'περάσω', 'η', 'εβδομάδα']"
έκπληξη,"['πραγματικά', 'kc', 'λέω', 'απελευθερώθηκε', '244', 'n', 'κεντρικός', 'σταθμός', 'not', 'και', 'αυτό']"
έκπληξη,"['u', 'κάνω', 'κακό', 'im', 'αυτό', 'τραγούδι']"
έκπληξη,"['ο', 'κυβερνήτης', 'τηλεφώνησας', ',', 'βλέπω', 'δεν', 'παίρνω', 'αγάπη', 'συμβαίνει', 'αυτό']"
έκπληξη,"['τετάρτη', 'αστειεύομαι', 'σύντομα', 'η']"
έκπληξη,"['αισθάνομαι', 'ηλικία', 'μακριά', 'περισσότεροι', '5', 'μήνε']"
έκπληξη,"['ύπνος', 'ήταν', 'σπίτι', 'νωρίτερα', 'σκοτώσαμε', 'τυχαίος', 'στο', 'σπίτι']"
έκπληξη,"['ξύπνησε', 'υπήρχε', 'ήλιος', 'τότε', 'άρχομαι', 'βρέχει']"
έκπληξη,"['am', 'nou', '4', 'η', 'μου', 'τώρα', 'μεγαλός']"
έκπληξη,"['θεός', 'οποίου', 'ελαστικό']"
έκπληξη,"['μόλις', 'κλείσω', 'ραντεβού', 'για', 'δώσω', 'αίμα', '1820pm', '2', 'Ιουνίου']"
έκπληξη,"['ντυμένος', 'να', 'πηγαίνω', 'grannys', 'άλλη', 'μέρα', 'twitting']"
έκπληξη,"['έφτασε', 'το', 'πιάτο', 'για', 'πάρω', 'άλλο', 'κομμάτι', 'τοστ', 'συνειδητοποίησε', 'τρώγομαι', 'δεν', 'ένα', 'ωραίος', 'συναίσθημα']"
έκπληξη,"['γιατί', 'πρέπει', 'είναι', 'προφανής']"
έκπληξη,"['έκανο', 'μπέρδεμος', 'πλάτη', 'πονώ', 'άσχημο']"
έκπληξη,['νωρίς']
έκπληξη,"['σοβαρός', 'τα', 'μαύρο']"
έκπληξη,"['πηγαίνω', 'ύπνο', 'Κορέα']"
έκπληξη,"['didnt', 'χτύπησε', 'μου']"
έκπληξη,"['μόλις', 'συνειδητοποίησα', 'το', 'onequot', 'ήταν', 'καλός', 'απάντηση', 'πρότασή', 'όνομας']"
έκπληξη,"['εξακολουθώ', 'μην', 'να', 'πιστεύω', 'όλες', 'αφίσα', 'gig', 'little', 'έχω', 'καταρριφθώ']"
έκπληξη,"['μπορώ', 'το', 'πιστέψω']"
έκπληξη,"['ζηλεύω', 'ποδοσφαιρικός', 'όμιλος', ',', 'όλος', 'πηγαίνω', 'πορτογαλίος', 'περιοδεία', 'σήμερα']"
έκπληξη,"['αναγκάστηκε', 'ακυρώσω', 'συνδρομή', 'σήμερα', 'nzz', 'το', 'στις', 'δαπάνα', 'γραφείο', '.', 'έχω', 'και', 'εκδόσεις', 'απευθείας', 'σύνδεση']"
έκπληξη,"['i', 'παρακολουθώ', 'ακόμα', 'συγχαρητήρια']"
έκπληξη,"['twitpic', 'com667g1', 'muffins', 'αποτυγχάνω', 'φυσαλίδα', 'στη', 'συνέχεια', 'εξατμίζομαι', 'αφήνω', 'μεγάλες', 'τρύπα', 'εξακολουθώ', 'δοκιμάσω']"
έκπληξη,"['εύχομαι', 'παίρνω', 'τηγανίτα']"
έκπληξη,"['στιγμή', 'πάρω', 'στην', 'κορυφή', 'με', 'κάμερα', 'να', 'συλλάβω', 'τη', 'θάλασσα', 'ομίχλης', 'πάνω', 'αυτό', 'ήδη', 'κατακλύσω', 'πάντα']"
έκπληξη,"['πήρος', '2', 'μεγάλος', 'στόμα']"
έκπληξη,"['φρικτός', 'αξιολόγηση', 'ομότιμη', 'εργασία', 'σκέφτομαι', 'οι', 'Αμερικανοί', 'συνθέτω', 'ποίημα', 'ή', 'είμαι', 'με', 'πρόβλημα']"
έκπληξη,"['μπορώ', 'πιστέψω', 'πηγαίνω', 'πάρω', 'χωρίς']"
έκπληξη,"['δει', 'από', 'που', 'πέφτω', ',', 'μόλις', 'έριξα', 'νομίζοντας', 'ήταν', 'φορά', 'στροφή']"
έκπληξη,"['γεια', 'αλλάζει', 'λογαριασμό', 'στο', 'και', 'το', 'έλεγε', 'καν']"
έκπληξη,"['ξεχάσατε', 'σήμερα', 'πρωί', 'σχεδόν', 'έτρεξε', 'κάτω', 'μέρος', 'λόφο', 'πολύ', 'ζεστό', 'κατάστημα']"
έκπληξη,"['είμαι', 'ξύπνιος']"
έκπληξη,"['ατελείωτο', 'γοητευμένος', 'οθόνη', 'διπλός', 'κινητήρας', 'αυτή', 'καμπίνα', 'μου', 'θυμίζω', 'την', 'αποτυχία', 'βιωσιμότητα']"
έκπληξη,"['γάτα', 'έχω', 'ξαπλωμένο', 'σε', 'τρίχα']"
έκπληξη,"['αισθάνομαι', 'ένα', 'ψωμί']"
έκπληξη,['όχι']
έκπληξη,"['κατά', 'διάρκειο', 'ολόκληρης', 'ολόκληρης', 'εθιστικός', 'ομιλία', 'τον', 'αδερφό', 'η', 'κυρία', 'έσπασε', 'και', 'δεν', 'μπορώ', 'βοηθήσω', 'κραυγή']"
έκπληξη,"['αδίκημα', 'τελείωσε', 'βλέπω', 'break', 'τελευταίος', 'omg', 'dont', 'σκέφτομαι', 'φώναξε', 'σκληρά', 'μια', 'επίδειξη', 'τέλος', 'καταλαβαίνω', 'φινάλε']"
έκπληξη,"['κάποιος', 'λέω', 'τα', 'πράγμαα', 'κάνω', 'δύσκολος', ',', 'θα', 'το', 'έκανο']"
έκπληξη,"['το', 'της', 'τελευταίας', 'ημέρα']"
έκπληξη,"['omg', 'τελευταια', 'ημερη']"
έκπληξη,"['κανει', 'φρικτή', 'να', 'γράψω', 'σκόπιμας', '&', '#', '39αυτό', 'ένα', 'λαγουδάκι', 'μόνο', 'μέσος', 'σκληρός', 'σκληρό', 'να', 'αναφέρω', 'απλά', 'κολλώδες']"
έκπληξη,"['τονίζω', 'ένα', 'και', 'πραγματικά', 'πραγματικά', 'άγχος']"
έκπληξη,"['δυστυχώς', 'αδελφός', 'λέω', 'δεν', 'υπάρχω', 'όπου', 'ζω']"
έκπληξη,"['καταλαβαίνω', 'σύνολο', 'ακολουθώ', 'πράγμα', 'παρασκευή']"
έκπληξη,"['είμαι', 'νωρίς']"
έκπληξη,"['πραγματικά', 'είναι', 'ένα', 'φούτερ', 'και', 'πραγματικά', 'πραγματικά', 'φοβερό', 'ντόνατ']"
έκπληξη,"['ήλιος', 'εισέλθει']"
έκπληξη,"['μισώ', 'γεγονός', 'είναι', 'ωραίος', 'έξωe', 'im', 'στο', 'κάνω']"
έκπληξη,"['αρνήθηκε', 'μπουκάλι', 'στο', 'παρά', 'ότι', 'λέω', 'θα', 'μπορώ', 'επαληθεύσω', 'ηλικία', 'συγκλονιστικό', 'αφήστε', 'τα', 'ψώνια']"
έκπληξη,"['όπως', 'τη', 'χθεσινός', 'νύχτα', 'και', 'άνθρωπος', 'δεν', 'έφτασε', 'στα', '30p']"
έκπληξη,"['λειτουργώ', 'υπολογιστής']"
έκπληξη,"['αποκτώντας', 'live', 'του', 'τώρα', 'έβαλας', 'memory', 'μου', 'θέλω', 'εκκινήσω', 'αυτό', 'αναρωτιέμαι', 'το', 'άφησος', 'σπίτι']"
έκπληξη,"['τυχόν', 'παρηγοριά', 'του', ',', 'έπρεπε', 'εγκαταλείψω', 'πίσω', 'κήπο', 'χάρη', 'υπερπροφαιρικός', 'οθόνη', 'φορητός', 'υπολογιστή']"
