sentiment,Content
sadness,"['im', 'contacting', 'PAWS', 'Philippines', 'so', 'i', 'can', 'find', '&', 'quot', ';', 'tiger', '&', 'quot', ';', 'a', 'new', 'owner', '.', 'im', 'so', 'sad', '.', 'i', 'love', 'my', 'dog', 'soo', 'much']"
sadness,"['just', 'got', 'home', '!', 'not', 'wanting', 'to', 'read', 'the', 'last', 'chaper', 'of', 'breaking', 'dawn', 'cause', 'i', 'dont', 'want', 'it', 'to', 'be', 'over']"
sadness,"['Fuuudge', '.', 'Movie', 'store', 'is', 'closed']"
sadness,"['ALO', 'is', 'so', 'sad', 'and', 'quiet', 'and', 'empty', 'tonight']"
sadness,"['Aw', 'where', 'are', 'you', 'headed', 'to', '?', 'i', 'just', 'cancelled', 'my', 'trip', 'to', 'Aussie']"
sadness,"['Sad', 'that', 'Christian', 'Lacroix', 'had', 'to', 'file', 'bankruptcy']"
sadness,"['I', 'dont', 'feel', 'good', 'AT', 'ALL', '.', 'fuckkk']"
sadness,"['Have', 'to', 'go', 'to', 'the', 'dreaded', 'DMV', 'tomorrow']"
sadness,"['Taylor', 'Swift', 'and', 'Joe', 'Jonas', 'looked', 'really', 'good', 'together', '.', 'I', ""'m"", 'kinda', 'sad', 'they', 'broke', 'up', '.']"
sadness,"['God', 'I', 'just', 'want', 'to', 'sleep', '.']"
sadness,"['Found', 'my', 'book', '.', 'Starting', 'a', 'real', 'paper-bound', 'journal', 'tonight', '.', 'Have', 'an', 'annoying', 'zit', 'above', 'my', 'lip', '.', 'Makes', 'me', 'look', 'like', 'I', 'have', 'herpes']"
sadness,"['But', 'but', 'I', 'dun', 'wan', 'na']"
sadness,"['damn', 'girl', 'I', ""'m"", 'so', 'down', 'but', 'ya', 'got', 'ta', 'let', 'me', 'know', 'so', 'I', 'can', 'get', 'my', 'kit', 'together', '&', 'amp', ';', 'I', 'got', 'a', 'flyer', 'Any', 'next', 'weekend', '?', 'I', '&', 'quot', ';', 'M', 'DOWN', '!']"
sadness,"['dbl', 'booooooo', 'for', 'being', 'sick', ',', 'flippin', 'blows', '!', '...', 'bahaha', 'i', 'kno', 'i', 'dont', 'have', 'many', 'friends', 'on', 'here', 'either', '.', 'i', 'feel', 'so', 'lame', 'haha']"
sadness,"['feels', 'sick', 'to', 'my', 'stomach', 'and', 'idkk', 'whyy']"
surprise,"['-', 'dude', 'i', 'just', 'saw', 'your', 'SF', 'pics', '.', 'looks', 'like', 'your', 'mini', 'excursion', 'was', 'pretty', 'kick', 'ass', '!', 'did', ""n't"", 'see', 'any', 'sun', 'while', 'i', 'was', 'there', 'tho']"
sadness,"['Um', ',', 'I', 'was', 'thrown', 'from', 'van', 'yesterday', 'and', 'had', 'to', 'be', 'taken', 'to', 'the', 'ER']"
sadness,"['The', 'link', 'does', ""n't"", 'work']"
surprise,"['ur', 'supposed', 'to', 'be', 'in', 'BK', 'tho']"
surprise,"['Oh', 'no', '!', 'Nighty', 'night', '.']"
sadness,"['my', 'stupid', 'tooooth', 'hurts']"
sadness,"['my', 'computers', 'broken', 'and', 'I', 'broke', 'my', 'laptop', 'so', 'I', 'had', 'to', 'use', 'the', 'phone', 'ahh', 'still', 'on', 'he', 'cause', 'they', 'fucked', 'up', 'my', 'order', '.']"
sadness,"['I', ""'m"", 'awake', '.', 'Anybody', 'else', 'awake', '?', 'Wish', 'I', 'lived', 'in', 'the', 'US', 'since', 'all', 'the', 'fun', 'happens', 'when', 'I', ""'m"", 'asleep', '!']"
sadness,"['heehee', '.', 'i', 'love', 'you', '!', 'i', 'am', 'tired', '.']"
sadness,"['Morning', 'everyone', 'sorry', 'for', 'going', 'early', 'last', 'night', 'had', 'bad', 'news', ',', 'felt', 'totally', 'crap', 'Today', 'is', 'a', 'new', 'day']"
sadness,"['how', 'I', 'wish', 'my', 'parents', 'put', 'me', 'into', 'a', 'Chinese', 'school', 'when', 'I', 'was', 'younger', '.', 'Then', ',', 'it', ""'ll"", 'be', 'so', 'much', 'easier', 'for', 'me', 'to', 'get', 'a', 'job', '...']"
sadness,"['being', 'in', 'your', 'room', 'makes', 'me', 'sad', '.']"
sadness,"['oh', 'f*ck', '!', 'I', 'completely', 'forgot', 'about', 'Thirsty', 'Thursday', '!', 'oh', '.', 'my', '.', 'gaga', '.', 'this', 'sucks']"
sadness,"['if', 'one', 'people', 'did', 'any', 'wrong', ',', 'the', 'world', 'blames', 'all', 'the', 'people', 'over', 'there', ',', 'this', 'is', 'the', 'great', 'world', 'which', 'we', 'are', 'living', 'in', '!', 'Shit', '!']"
surprise,"['nope', '.', 'they', 'are', 'all', 'sleeping', 'cuz', 'they', 'live', 'on', 'the', 'east', 'coast', '.']"
sadness,"['eww', '.', 'dislike']"
sadness,"['sorry', 'bout', 'the', 'cat', ',']"
sadness,"['missed', 'iron', 'chef']"
sadness,"['the', 'DS', 'version', 'sucks']"
sadness,"['what', 'a', 'bad', 'day']"
surprise,"['omg', 'i', 'didnt', 'tweet', 'all', 'that', 'much', 'today', '...', '.', '*sadness*']"
surprise,"['Not', 'really', 'sleepy', '...', 'bored', 'is', 'the', 'right', 'word', '...', 'again', 'not', 'much', 'work']"
sadness,"['went', 'to', 'the', 'cd', 'store', 'to', 'search', 'for', 'the', 'cd', '.', 'But']"
sadness,"['I', 'miss', 'my', 'mom..', '&', 'quot', ';', 'May', 'angels', 'lead', 'you', 'in', '&', 'quot', ';']"
sadness,"['i', 'feel', 'the', 'same', 'way', 'every', 'day']"
sadness,"['Ca', ""n't"", 'sleep', '.', 'Sucks', '.', 'The', 'one', 'day', 'i', 'have', 'to', 'sleep', 'in', 'and', 'i', 'have', 'to', 'get', 'up', 'and', 'go', 'shopping', 'with', 'mom', '.', 'Ugh', '.']"
sadness,"['Sleppytime', '.', 'Really', 'missing', 'my', 'godfather', 'right', 'now', '.', 'Love', 'you', 'Wayne']"
sadness,"['So', 'have', 'a', 'headache', 'right', 'now', 'and', 'it', 'sucks']"
sadness,"['Lakers', ',', 'baby', 'Lakers', '!', '!', 'I', ""'ll"", 'miss', 'the', 'game', 'tmwr', '.', 'I', 'have', 'to', 'work', 'you', ""'ll"", 'have', 'to', 'keep', 'me', 'posted', 'please']"
sadness,"['comfort', 'food', 'of', 'the', 'day', ':', 'pan', 'mee', '.', 'though', ',', 'it', 'didnt', 'taste', 'any', 'good..']"
sadness,"['misses', 'my', 'baby', '.']"
sadness,"['I', ""'m"", 'poorly', 'and', 'ca', ""n't"", 'sleep']"
sadness,"['has', 'work', 'tom', '.']"
sadness,"['today', 'we', 'say', 'goodbye', 'to', 'the', 'second', 'good', 'friend', 'in', 'a', 'week', 'from', 'dmp', 'but', 'at', 'least', 'the', 'sun', 'is', 'shinning', 'and', 'I', ""'m"", 'definately', 'NOT', 'working', 'this', 'pm']"
anger,"['fuckin', ""'m"", 'transtelecom']"
surprise,"['tee', 'we', 'beefin', '...', '.what', 'was', 'u', 'supposed', 'to', 'do', 'before', 'leavin', '?', '?', '?', '?']"
sadness,"['Sometimes', 'the', 'things', 'you', 'say', 'hurt', 'the', 'ones', 'you', 'love', 'most', 'unintentionally', '.', 'And', 'you', 'can', 'never', 'ever', 'take', 'it', 'back', 'or', 'fix', 'it', '.']"
sadness,"['that', 'sucks', '!']"
sadness,"['Having', 'Fever', 'dont', 'feel', 'to', 'work']"
sadness,"['missing', 'days', 'ca', ""n't"", 'pass', 'quick', 'enough']"
sadness,"['Working', 'from', 'home', 'today', ',', 'my', 'back', 'is', 'killing', 'me', 'Doctor', 'and', 'then', 'physio', 'after', 'later', 'today', '.']"
sadness,"['Missing', 'you', 'all', 'deeply']"
sadness,"['sniff', 'sniff', 'take', 'care', 'ravels', '!', 'Hopefully', 'we', ""'ll"", 'be', 'chatting', 'again', 'soon', '.', 'In', 'the', 'mean', 'time', ',', 'I', ""'ll"", 'HELLA', 'miss', 'you', '.']"
sadness,"['I', 'do', ""n't"", 'want', 'her', 'to', 'leave..']"
anger,"['Working', 'But', 'it', ""'s"", 'Fridaaaayyyyy']"
sadness,"['lmao', '...', 'thats', 'sad', ',', 'kinda', 'discourages', 'me', '4rom', 'goin', 'if', 'the', 'shit', ""'s"", 'wack']"
surprise,"['Got', 'home', 'from', 'work', '@', '9:45', 'and', 'JUST', 'finished', 'cleaning', '.', 'Now', 'I', 'need', 'to', 'eat', 'dinner', 'and', 'do', ""n't"", 'know', 'what', 'I', 'want', '!', '!', 'Ugh', '...', 'oh', 'well', '.', 'Might', 'not', 'eat', '.']"
sadness,"['I', 'wish', 'I', 'was', 'there']"
sadness,"['I', 'miss', 'my', 'little', 'Batty', ',', 'she', 'was', 'only', '3', 'months', 'old', 'when', 'she', 'got', 'sick', ',', 'she', 'was', 'always', 'so', 'fun', 'and', 'full', 'of', 'life', '&', 'lt', ';', '3', 'Even', 'at', 'the', 'very', 'end', '...']"
sadness,"['morning', 'again', '!', 'I', 'hate', 'mornings', '.', 'So', 'offensive', '!']"
sadness,"['bed', 'bed', 'bed', 'do', 'you', 'never', 'answer', 'texts', 'anymore', '?', 'I', 'thought', 'of', 'you', 'the', 'other', 'day', 'and', 'sent', 'one', 'but', 'never', 'heard', 'back', '.', 'Sad', 'day']"
sadness,"['waah', '.', 'We', ""'re"", 'no', 'longer', 'your', 'peeps', '.']"
sadness,"['LOL', 'wow', 'dawg', 'does', ""n't"", 'sound', 'like', 'you', ""'re"", 'playing', '!', 'I', 'feel', 'bad', 'now', 'haha']"
surprise,"['Extremly', 'deep']"
sadness,"['I', ""'m"", 'sorry', 'about', 'your', 'bad', 'driving', 'experiences', '.']"
sadness,"['Already', 'misses']"
surprise,"['there', ""'s"", 'relisting', 'fees', 'when', 'you', 'do', ""n't"", 'complete', 'a', 'sale', '?', 'that', 'sucks', '!']"
sadness,"['Gutted', 'that', 'the', 'bathroom', 'still', 'is', ""n't"", 'free-', 'early', 'work', 'is', ""n't"", 'going', 'to', 'happen', '.', 'And', 'I', 'need', 'the', 'loo', '!']"
surprise,"['Me', 'too', '.', 'Wonder', 'if', 'Mnet', 'will', 'show', 'it', '...']"
sadness,"['thank', 'you', '(', ':', 'cant', 'wait', '!', '!', '!', '!', 'ummm', 'btw', 'ima', 'crash', 'still', 'sick']"
sadness,"['First', 'my', 'work', 'computer', ',', 'now', 'my', 'home', 'laptop', 'is', 'fucked', '.']"
sadness,"['It', ""'s"", 'depressing', 'I', ""'m"", 'stuck', 'inside', 'all', 'day']"
sadness,"['i', 'hate', 'being', 'sick', '.', 'i', 'miss', 'and']"
sadness,"['Woke', 'Up', ',', 'I', 'Wan', 'na', 'Stay', 'In', 'My', 'bed']"
sadness,"['Upsidedown', 'tomato', 'plants', 'died', '!']"
sadness,"['Caa', ""n't"", 'Iht', 'Be', 'Earlier', '?', 'ICant', 'Wait', 'That', 'Long', '.', 'Ahar', '.', '(', ':']"
surprise,"['I', 'cant', 'use', 'my', 'blackberry', 'today', '.', 'This', 'sucks', '.']"
sadness,"['why', 'do', 'you', 'hate', 'me', '!', '?']"
sadness,"['http', ':', '//twitpic.com/663vr', '-', 'Wanted', 'to', 'visit', 'the', 'animals', 'but', 'we', 'were', 'too', 'late']"
sadness,"['#', 'jonaswebcast', 'i', 'just', 'missed', 'it', '!', '!', '!', '!']"
sadness,"['So', 'exhausted..ca', ""n't"", 'sleep', '.', 'I', 'do', ""n't"", 'like', 'these', 'nights']"
sadness,"['i', ""'m"", 'gon', 'na', 'miss', 'all', 'the', 'live', 'Comet', 'action', 'tomorrow', '!', 'i', 'have', 'to', 'go', 'take', 'care', 'of', 'my', 'cousins', 'and', 'they', 'do', ""n't"", 'have', 'access', 'to', 'the', 'interwebz']"
surprise,"['lol', 'i', 'cant', 'drink', '!', '!']"
surprise,"['if', 'bill', 'compton', 'has', 'wii', ',', 'why', 'ca', ""n't"", 'he', 'have', 'twitter', '?']"
sadness,"['sorry', 'to', 'hear', 'that', '.']"
sadness,"['Just', 'found', 'out', 'I', 'ca', ""n't"", 'drink', 'at', 'this', 'bar', '!', 'Booo', 'missing', 'e1', 'at', 'palomino', ""'s"", '!', 'No', 'cheers', 'sad', 'face']"
anger,"['Packing', 'I', 'do', ""n't"", 'like', 'it..']"
sadness,"['finished', 'a', 'whole', 'box', 'of', 'ice', 'cream']"
sadness,"['btw', 'I', 'am', 'not', 'a', 'wimp']"
sadness,"['i', 'ca', ""n't"", 'add', 'you', 'on', 'myspace', 'girly', 'it', 'asks', 'for', 'a', 'last', 'name', 'and', 'email']"
sadness,"['I', 'do', ""n't"", 'wan', 'na', 'go', 'back', 'to', 'work', 'sleepy', 'time', '.']"
sadness,"['http', ':', '//bit.ly/3W9w1', 'NOOOO', '!', 'he', 'goes', 'for', 'Orlando', '!', 'OMG', 'I', ""'m"", 'gon', 'na', 'CRY', '!', '!', '!', '!', '!', '!', '!', '!']"
surprise,"['AAAAAAHHHHHHHH', '!', '!', '!', '!', '!', 'SOOOOOOOO', 'SWEEEEEEET', '!', '!', '!', '!', '!', '!', 'I', 'miss', 'that', 'age', '...', '..', 'SOOOO', 'MUCH', '!']"
surprise,"['Just', 'saw', 'a', 'fox', '!', 'as', 'i', 'was', 'getting', 'on', 'the', 'freeway', '...', 'I', 'hope', 'it', 'goes', 'home']"
