sentiment  content
joy  From a starving stray it was transformed into a contented house cat . 
joy  Griffin Moss is a contented artist until he receives an enigmatic note from Sabine Strohem a stranger from a South Pacific island . 
joy  Jenny sat with a contented smile on her face during this interchange while mother repressed her irritation and anger with her husband 's remarks . 
joy  I understood that this was my mother 's wedding and although I was necessary to it I was expected to do nothing but be there and appear contented . 
joy  At various periods in his life he had felt contented satisfied angry -- certainly angry -- smug remorseful even guilty . 
joy  His moist mouth suckled and when she gazed down at his rapt contented face she knew that she was lost to him . 
joy  Contented workers are more likely to be profitable . 
joy  Much pressure can overtly or unwittingly be put on grown up children to provide grandchildren for the delight of the grandparents . 
joy  A host of splendid 19th century rooms throughout Lord Byron 's apartments are open for the delight of the public . 
joy  His delight first makes itself evident during his solo for Lise even though technical mistakes keep on happening . 
joy  Elaine exclaimed her delight evident as she entered the open-plan living- and dining-room decorated in a fresh lemon and blue fabric which Christina had chosen . 
joy  She supposed she ought to feel apprehensive but she felt only deep delight and it seemed the most natural thing in the world to be making her way through the moonlight to Raynor . 
joy  Elizabeth cast one joy glance at the dawning delight on the other two faces and continued with the joyful work . 
joy  The most beautiful part of the ceremony was the delight on Todd 's face as he was wheeled close to the altar to receive the Eucharist with his arms outstretched . 
joy  As trains halted the orchestra struck up Aaron Copland 's Fanfare For The Common Man much to the amusement and delight of curious passengers . 
joy  Afterwards Mr Booth showed his delight by distributing chocolate bars to auction room patrons . 
joy  When the marchers passed the city 's overhead railway two trains hooted in solidarity to the crowd 's delight . 
joy  Applause rang out and she twirled around to acknowledge it in demure delight clapping the barman -- and then being crushed against the ample bosom of the barman 's wife . 
joy  As I set off I had a fleeting glimpse of the leer of pure delight on Simkin 's face . 
joy  During his fishing time though it was sheer delight for him his boys were always ready and willing to go to sea bother U-boats etc ! 
joy  Julia 's questions about the line the defence lawyers were taking were as acute as anything she had ever asked David and they filled him with relieved delight . 
joy  He also said to the delight of those Nonconformists who read his memoirs that Watson 's tour was far more successful than Matthew Arnold 's . 
joy  To his absolute delight the first trap had held what must have been a seven pound salmon plus a couple of mullet which he had ignored . 
joy  To her delight he even took to discussing his work with her and Leonora listened rapt utterly fascinated by glimpses of the other professional Penry Vaughan she secretly found so impressive . 
joy  But now he has made a full recovery to the delight of his proud parents Fred and Denise . 
joy  He looked around at their delighted faces and began to feel embarrassed . 
joy  The old man answered my knock and his big face split into a delighted grin when he saw me . 
joy  He broke off as Jim Miller let go a Indian whoop of relief and delighted grins spread across the faces of everyone in the group . 
joy  Her face lit up with a delighted smile as she gazed at an abandoned plate of half-eaten sandwiches on a nearby table . 
joy  With a wide delighted smile because she had n't really expected ever to see him again she teased ` Are you following me ? " 
joy  ` You think of everything do n't you ? " she said with a delighted smile . 
joy  Delighted about Jim apprehensive for Jasper Alice lay for a long time awake in the silent room . 
joy  I 'm delighted about that . 
joy  ` Cool it Steve and tell me why you 're so ecstatic . 
joy  One could get terribly ecstatic but that would be a dangerous thing to do . 
joy  But some of the younger dons were ecstatic about the election . 
joy  That morning I was so ecstatic about my triumph in seducing the dog-owner 's daughter that I 'd completely forgotten about Jamila 's big decision . 
joy  When she was ecstatic and she was often ecstatic ecstasy flew from her face like the sun from a mirror . 
joy  I am ecstatic about this it is like winning my first cap not my 23rd . " 
joy  Afterwards he was quietly ecstatic . 
joy  Minute shards of glass slashed across Rohmer 's ecstatic face . 
joy  But he was confronted by an ecstatic welcome from his mother who was waiting for him on the doorstep . 
joy  I would n't say she gives me an ecstatic welcome . 
joy  No speeches have yet been greeted with ecstatic cries of ` author author " -- probably because Denis Healey is not there -- but the clash of rival socialist philosophies is no less cacaphonous . 
joy  More then 40 000 ecstatic fans filled stadia each night to scream at the girly they instantly dubbed the Mighty Minogue . 
joy  In March they were received as World Champions by an ecstatic crowd after winning the Cricket World Cup for the first time . 
joy  She could not convince me at the time that anything bad could happen now that I had finally ` solved " my eating problems and for a short time I felt jubilant relieved and ecstatic . 
joy  Her expression became dreamy ecstatic . 
joy  Riot police were needed to quell pitch invasions. -- More than 200 000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy . 
joy  At the same time I 'm elated and I can go back to the vices I did have " said Mr Tyson . 
joy  Mungo felt elated smiling back . 
joy  Not so according to elated opponents of nuclear power . 
joy  I felt elated especially when he said ` I 'm looking for an actor just like you . " 
joy  He felt elated warm-hearted at the sight of the place where he 'd been born . 
joy  I was elated excited in another world . 
joy  For my part I feel elated and close to tears . 
joy  The pretty young undergraduate felt elated . 
joy  He felt both elated and frightened . 
joy  Nor was the thought that he alone might hold the key to the mystery the sole component in his strangely elated state . 
joy  Perhaps elated behaviour has evolved in connection with a rise in the hierarchy depressive behaviour with a fall . 
joy  Suddenly to her relief the telephone rang Joanna picked it up wrote down the message and came back to the table looking elated . 
joy  As I walked down the front steps for the last time a feeling of elation swept over me . 
joy  I remember my feeling of elation when I climbed aboard the train . 
joy  The participants in folk dance can and certainly do show elation . 
joy  Her elation took her into her clothes back to the kitchen to leave Phoebe a scrawled memo and out of the front door . 
joy  He even telephoned Wexford to tell him about it his elation subsiding somewhat when he heard the chief inspector had also found this out three hours before . 
joy  In our elation there was some suspicion that our experience had been secret adventurous and unique . 
joy  So I was in a great state of elation . 
joy  A wave of cheerful elation swept over her as she separated her pound note from Yanto 's fivers . 
joy  ` After each Test there was never any great sense of elation but rather that a step towards the ultimate goal was taken . 
joy  ` You will not regret it " the cardinal told her observing the prince 's elation and guessing its cause . 
joy  Emily suddenly felt a surge of elation she was eager for the new experience of being introduced into what she considered was the world of adulthood . 
joy  ` If the manual was lying in the BMW I think some hint of the elation of the police would have come through on the intercepts . 
joy  Then as could happen with him he felt a deep despondency replace his feeling of elation . 
joy  George drove past and felt a terribl eanger replace his elation . 
joy  In fact they encouraged us most warmly and we shared the general mood of elation at the overall success of the 1974 submission . 
joy  A surge of elation rushed through his body as he read the note for the third time unable to believe the implications of what he was reading . 
joy  Figurative arts even more than poetry expressed the mixed feelings of elation over past victories and fear of future incursions which the Celts inspired . 
joy  But the sense of elation was short-lived . 
joy  My elation of the previous day began to evaporate until I remembered Agnes the indentures I had signed and the basic honesty of Ralemberg and de Macon . 
joy  Looking down at the dead man Wycliffe felt guilty because he was experiencing a sense of mild elation . 
joy  But when he stepped up on to the conductor 's rostrum for the opening production of a new season he was -- every time -- filled with a sense of sheer elation . 
joy  We grew more and more excited . 
joy  Paddington grew more and more excited as he listened . 
joy  I remembered that Tansy had said something about a pendant and Topaz being quite excited about it . 
joy  So we 're quite excited about it and also it 's quite a major problem . 
joy  I 'm just so excited because he says I can be in charge of it . 
joy  Auguste sat in the small balcony with his mother and father for once not noticing the unaccustomedness of their best clothes so excited were they . 
joy  ` They say the king 's left Welshpool with a small escort ahead of the army " volunteered a boy a yard or so in front of them turning an excited face . 
joy  The remaining men were just preparing to leave when suddenly a young man called Laban Tall rushed into the malthouse almost too excited to speak . 
joy  Then having shown the plate to various not very excited colleagues he resumed his holiday . 
joy  ` Right now I 'm feeling very excited . " 
joy  In a minute Sir Wilfrid returned looking very excited . 
joy  ` The problems start when he becomes more excited and frisky than usual . 
joy  Some horses become excited and upset if something goes a bit wrong when they are in harness such as chains or ropes becoming entangled around their feet . 
joy  At the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness . 
joy  There have been some most tempting glimpses of it when you have become excited about a design or angry with yourself for a failure to meet your own high standards . " 
joy  You ca n't get very excited when she brings home half-price loo rolls and stale cough sweets . 
joy  And everybody gets very excited because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day . 
joy  And suddenly they found themselves talking the sort of language that all of us can understand and they got quite excited about this . 
joy  Donna seemed quite excited about it . 
joy  Alexandra was extremely excited over-excited in Janet 's opinion . 
joy  Sir Jack Brabham says he 's never been so excited about a new motor car and the challenge is to go and take on the best 
joy  I have been looking forward to her visit for weeks and was very excited when I met her . 
joy  Just like trippers heading for the Isle of Wight they had packed their picnic baskets and sat chatting on deck as their excited children played . 
joy  Bang on cue she strode out on to the stage feeling none of the terror that had crippled her last performance the excited cheers of the children bringing a beaming smile to her face . 
joy  The three of them started walking followed by the excited crowd . 
joy  Salesmen were still tramping the aisles of the carriages shouting over the excited chatter of the crowd the squawking of chickens and bleating of goats . 
joy  The excited smile on her face told Ingrid that the girl was enjoying herself . 
joy  Perhaps he was just imagining the undercurrent of nostalgia he told himself as he looked at Cora-Beth 's flushed excited face . 
joy  Benjamin nodded and stared where an ostler was trying to calm an excited horse . 
joy  I was working late on one of these bad nights when an excited Dr Laurent rushed into my office . 
joy  I feel excited when I come up with something that I can have Jack to help me with I 'm always ready to hear what he has . 
joy  And I 'm really excited about it and there 's lots of interest I think this places are taken up already . 
joy  It was the prospect of finding gold that induced these excited men to make such frantic efforts to open out the barrow " . 
joy  Breakfast was quite a social affair as we were frequently visited by new found friends in the shape of two fat and very vocal geese a young swan and a bevy of excited ducks . 
joy  Her head turned restlessly on the pillow as she strove to distance herself from the increasingly excited voice of the commentator and the air-splitting whine of the high-revving engines . 
joy  But now she looked excited . 
joy  Her headache seemed to be getting worse and worse and Raffaella 's command of English slipped as she grew increasingly excited . 
joy  Instead I made my way back along the sand watching some evidently exhilarated surfers . 
joy  As the programme of meetings rolled on sometimes with many presentations on the same day Horsley was exhilarated amazed and excited . 
joy  `` We feel at this point actually quite exhilarated '' said Nicola McIntyre of San Francisco .joy 
joy  Then in his foolish exhilaration he had leaped into a tree and spotted them with his binoculars . 
joy  The contrast with her exhilaration on the frozen lake had come so swiftly . 
joy  I had been working for more than an hour and my wrists ached from the continuous chopping but I was filled with an immense exhilaration . 
joy  Within the next few months -- and long before the next election -- they will have to settle these questions or see the spectre of the Winter of Discontent raised to haunt them by gleeful Conservative politicians . 
joy  He was gleeful about the idea of a Faber ` Vaudeville " production in 1929 where he starred as a baritone singing Bolovian Ballads and a song about a blue baboon . 
joy  Doisneau is a small bird-like man with mischievous eyes and a gleeful laugh . 
joy  Connor 's voice was gleeful . 
joy  Culley imagined Susan 's gleeful smile as she waited for Yorke to work it out . 
joy  But Matta was gazing at him and his grin was wider more gleeful . 
joy  She was interrupted by another hoarse gleeful chuckle . 
joy  Gleeful opposition leaders and Tory Euro-sceptics said the Government 's handling of Maastricht had descended into ` shambles " . 
joy  The bouncer 's glee the masculine grunts in the background of ` Quite right too " were a timely reminder of surviving and thriving misogyny and of the petty power struggle it engenders . 
joy  Vitor went down on his hunkers and much to the child 's glee spent a minute or two admiring the toy . 
joy  The Gorengs made their home in the former diplomatic quarter the area which had to the glee of the Chinese in the Toku-ru warehouse been accidentally shelled by the malai navy on invasion day . 
joy  She wished she could share her glee with Adam . 
joy  Tremayne was pink with gratification . 
joy  However she had no intention of revealing her gratification to Anne . 
joy  In the end he had little real choice but to join in and if not exactly enjoy it at least to take comfort in her gratification . 
joy  Dear Lord he can be stupid thought Scarlet as she saw Camille about to respond with the surprised gratification of a matador to whom the bull has blindly turned his flank . 
joy  To our gratification Blackwells whom we had approached expressed interest in the project something we had not dared to expect . 
joy  ` His gratification was almost unbounded when on arriving at the Belts of the Murray he found not only numerous new Species but new forms of Birds . 
joy  The jeweller was overjoyed ; he began spending heavily . 
joy  The nurse sent to accompany Leslie tried hard to melt into the background as the overjoyed family spent several hours opening presents under the tree . 
joy  Within months revival began and overjoyed Christians overflowed into the city streets . 
joy  And the overjoyed youngster was swept off her feet by her favourite royal . 
joy  ` How pleased your uncle will be " said Finn loitering for hot shaving water . 
joy  She was really pleased when she came back and found him fighting fit even though he was still using one wing as a crutch to support his crooked leg . 
joy  Captain McArthur was a musical comedy aficionado and not pleased when Mrs Kingswood spoke critically of the form . 
joy  ` Well he was pleased when you agreed to this . 
joy  Paula mother of Nicola 4 and Richard 2 was pleased when the local council made the playground in the town park more child-friendly . 
joy  It is difficult to tell whether they are disappointed or pleased when the expected end seems delayed . 
joy  ` Did n't seem too pleased about something . " 
joy  The army had n't been too pleased about that little episode either . 
joy  No one was more pleased about Dara 's demise than Roshanara Begum . 
joy  You 're pleased about his engagement -- he told me that some time ago -- and you 've as good as admitted it tonight . " 
joy  He had n't sounded very pleased about something -- that made two of them . 
joy  ` I am obviously very pleased about winning but it was also great that my parents were here . 
joy  When Alain 's mother finally went inside with a few rueful shakes of her head and a pleased look on her face Jenna decided to risk all . 
joy  Ralf the pedlar stood in the centre of the drawbridge a pleased smile stretching from ear to ear . 
joy  The children were watching TV peacefully but Annie saw her as she bobbed her head around the door gave a pleased gurgle and started to scramble down . 
joy  I found that most parents were initially rather shocked at finding out their daughter was pregnant some cried some got angry some were very matter-of-fact and some were quite pleased . 
joy  " Debbie would be pleased " she said . 
joy  ` I should think you 're pleased are n't you ? " asked Charles genially . 
joy  ` Poor things no life of their own " they say simultaneously thrilled and appalled as they pore over the latest ` revelations " in the Mail or Express . 
joy  He himself was thrilled but his pleasure was diminished as he imagined Ken 's pallid bandaged head shadowed on the screen . 
joy  Bill 'll be so thrilled ! " 
joy  Audiences were thrilled box office cash registers jingled and careers were made . 
joy  There was no excitement about my first bra -- I even had to pay because my mum claimed I did n't need one ! 
joy  The media excitement about Enid Blyton and Captain W. E. Johns soon died away . 
joy  But I remember the excitement in my children 's faces . 
joy  When he came to the part about the clip he glanced up and she saw the flare of excitement in his silvery-green eyes before they dropped once again to the page . 
joy  Cranston repeated fighting hard to control the excitement in his voice . 
joy  Elizabeth 's face lit up as she told him of Martha 's excitement over the clothes sent by Tamar . 
joy  For Andrew the trip up to London to the awards ceremony attended by the Princess of Wales was almost overshadowed by his excitement over his first journey on a train up to the capital . 
joy  Imagine my excitement therefore when it seemed recently that I might have stumbled across it in the shape of the Tower House in Malmesbury Wiltshire . 
joy  Her excitement shone in her eyes as she showed him her sketches . 
joy  Somehow she rose over her excitement though and concentrated all she could on the task at hand . 
joy  Glancing up at his face Cassie saw his expression change his face darkening and hardening as his mounting excitement and desire seemed to quicken into something uncontainable threatening like the tide of an incoming sea to engulf them both . 
joy  The crowd was wild with excitement . 
joy  He pressed himself back once more against the wall panting with excitement . 
joy  She was tingling with excitement . 
joy  For a girl brought up in a Christian Science home there was a certain frightening kind of excitement about medicine like drink for a teetotaller ; but otherwise she found the work harrowing and repellent . 
joy  All this generated considerable excitement within AEA . 
joy  Robyn was almost ill with excitement and outrage . 
joy  Athelstan gasped with excitement and went round to rouse the coroner . 
joy  The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods a coming in from the cold which is generating a great excitement . 
joy  Sometimes amid great excitement his mother was in with guests who drank wine and laughed loudly and spoiled him and Pam . 
joy  Her own intense excitement had given way to a hollow feeling in her stomach and she had been quite unable to eat for several days . 
joy  He was now a very effective reader of his own work -- his theatrical instincts were here most valuable and as Edmund Wilson noted he could communicate a feeling of intense excitement to his audiences . 
joy  Amid intense media excitement and stringent security Mandela was given a tumultuous ticker-tape welcome in New York where he received the freedom of the city . 
joy  The advertisements appeared in Novoye Russkoye at the weekend causing a buzz of excitement in the Soviet expatriate enclave of Brighton Beach also known as Little Odessa . 
joy  Of all the journalists who made the pilgrimage to Dovercourt the team from the BBC caused the greatest excitement . 
joy  The finding of the " goat " has caused particular excitement since i is one of the few large mammals to have been discovered this century . 
joy  Overjoyed at the prospect she found it difficult to conceal her excitement from those around her . 
joy  I replied endeavouring to conceal my excitement . 
joy  What does stand out is that everyone believes that the profession its standards and its aims matter and they all feel an excitement about the job of acting . 
joy  Maggie felt an odd excitement stirring inside . 
joy  That evening she felt no nervousness at all just excitement controlled excitement . 
joy  Of course it entails extra work but there is a sense of excitement and children like dressing up . 
joy  Patrick was not ready yet to share Stevie 's excitement . 
joy  Jane was in a state of high excitement . 
joy  Returning to the campuses in a state of excitement they sensed victory over the authorities but had to secure the release of their arrested colleagues . 
joy  Seb reached Burford in a state of high excitement only to find that Superintending Constable Aplin was in London . 
joy  She had smiled and raised rather amused brows at the stories that tumbled in then of Fergus 's progress . 
joy  She was greeted with a sympathetic and rather amused smile . 
joy  She was shortish and had an attractive way of cocking her head on one side and looking up with big dark eyes and a wryly amused smile . 
joy  Guy 's mouth kicked up at one corner in a wryly amused smile . 
joy  There were amused smiles but they did not know at all why Alain had done that . 
joy  She gave him a quick amused glance her head leaning back against the faded red of the alcove seat . 
joy  Ellen gave me an amused glance . 
joy  The two observers exchanged amused glances and then wandered away under the trees . 
joy  I noticed with amusement that the tapestries hanging there illustrated the seven deadly sins . 
joy  I remembered his amusement about such underwear on his first evening at Sleet how he subsided into laughter infectious to everyone but me . 
joy  There was a cool mockery in his deep voice and she turned to glare at him hating him for the fact that he seemed to be deriving amusement from her discomfort . 
joy  ` Can I help you ? " she asked trying not to let him see the amusement in her blue eyes . 
joy  There was amusement in Jake 's voice but there was something else as well . 
joy  Remember that hypnosis is not a party game to be practised by amateurs for the amusement of themselves or others . 
joy  The simple laughing islanders subsequently worshipped it as a god much to the amusement of their more sophisticated neighbours . 
joy  I have been sent a Leeds United 1993-94 squad picture from the Evening Post and this now adorns my office wall much to the amusement of my colleagues . 
joy  He laughed shortly little amusement on his face . 
joy  Aristophanes shook his handsome head over his friend 's amusement . 
joy  This time the Prince 's amusement was obvious . 
joy  The note ofanger carried to the groups and couples passing by provoking amusement and raised eyebrows . 
joy  You could make a fortune " she said in genuine amusement . 
joy  Agnes watched with amusement as his interest quickened or faded with each phrase . 
joy  Gioella 's eyes flashed with amusement as she pushed a chair towards her and said ` Constance what a very sophisticated dress . 
joy  Guy Sterne was having great difficulty in controlling his amusement . 
joy  Temperamental differences operate once more with this new trio of junior heroes whose elders the three lieutenants regard their pranks with mild amusement . 
joy  From the other end of the table Ymor watched with mild amusement occasionally feeding one of his ravens with scraps from his plate . 
joy  I hate to disappoint anyone but that was n't the case -- although the veiled hints caused us plenty of amusement . 
joy  He uttered a short sharp bark which made Rosie jump ; she assumed it was a cough then realised that it was intended as an expression of amusement . 
joy  He considered this thoughtfully then a gleam of amusement came into his eyes . 
joy  A look of intense amusement crossed Catherine 's face . 
joy  As a toddler she filled in concentric circles provided for her amusement by her father 's youngest brother young enough to be her own big brother . 
joy  A smile of amusement played on his lips as he studied his unkempt prize . 
sadness  One woman who already had a job and a busy life of her own was surprised to find how sadness she felt when her children left home in quick succession . 
sadness  He sounded quite sadness about it . 
sadness  ` I made the camp " grumbled Henry rather like asadness child . 
sadness  While he went up to the bar to order Ellie settled back in her seat and with a rather sadness light in her eyes watched him . 
sadness  ` I had the sense he was rathersadness " the writer now remembers . 
sadness  There must be another reason why you are so sadness " he said looking kindly at me . 
sadness  But Miss Van Cheele was terribly sadness about Gabriel-Ernest . 
sadness  They were very quiet and sadness at first because I would be leaving them but I promised I would never forget them and would often return to visit them . 
sadness  ` Well you 're very sadness Tess and you have no reason to be . 
sadness  ` But other people became very sadness and worried . 
sadness  Taheb 's face became sadness . 
sadness  Sybil 's expression which had become momentarily sadness softened into a tender smile that was wholly natural . 
sadness  I feel so sadness with Marie gone . 
sadness  But not surprisingly many parents continue to feel anxious tense and sadness about their children . 
sadness  As she poured coffee for Jenny and Paul she felt unbearably sadness . 
sadness  She did n't want to get sadness now not now after it had been so good . 
sadness  But why does Mr Ross always look sadness ? 
sadness  He looked very sadness . 
sadness  Almost every month it seems as though some sadness parent on the local news is bemoaning the loss of their teenager who died in this way . 
sadness  They all seem terribly sadness . 
sadness  She thought he seemed sadness and older and somehow lonely . 
sadness  He smiled a little without altering the sadness expression . 
sadness  He was a thin brown man with a brass stud at the neck of his striped shirt and a sadness expression as if he were on the point of tears . 
sadness  And out of the dark woods came the black man leading his horse on one arm and on the other a tall grey hound with the sadness face I have ever seen on any creature . 
sadness  His brown nearly auburn hair clung to his scalp as if with misery sadness eyes stared out of a freckled face his hands were clenched tight . 
sadness  A black-haired woman with a long sadness face was inside . 
sadness  When one day nobody could rouse him from his trailer it was Lee Marvin who entered quietly and found a sombre lonely sadness man . 
sadness  He had a clear picture of a sadness and lonely man deeply concerned about his health and dwelling on a future which seemed to promise only a fairly rapid decline into senility . 
sadness  Tolonen nodded suddenly wistful his lips formed into a sadness smile . 
sadness  A small sadness smile pulling at her mouth convinced that it would say thank you and goodbye she took a deep breath and began to read . 
sadness  Country folklore has it that dobies were actually the sadness little GHOSTS of unwanted or plain women who would fumble around the house trying to be useful until their spirits had been exorcised . 
sadness  My mother was only a sadness woman in an old photograph younger then than I was now . 
sadness  A sadness old woman rose from her chair as from a dais to take their coats and hang them on a row of hooks nailed against a wall . 
sadness  We are always sadness when a young international athlete finds himself in this situation . " 
sadness  The grand old man of the Scottish mountains author and TV star Tom Weir said he was sadness about the plan . 
sadness  And Glenn Close 's stubborn and pain-ridden performance as Sunny makes you sadness for her and hate her at the same time . 
sadness  ` We are sadness for Jason Livingston . 
sadness  They are sadness for Johnny Bryan because he can never truly be a member of this particular family . 
sadness  She says we 'rejoy to be in England but we are sadness for our relatives . 
sadness  I am surely not alone in feeling profoundly sadness over the so-called reprieve of certain regiments in the British Army . 
sadness  Her tone was sadness . 
sadness  ` Was it sadness because its mummy was nasty to it ? " he said . 
sadness  ` It is that hard " he said ominously and I thought of John Maggovertski 's sadness for a pretty girl who had whored herself to pay for the white powder . 
sadness  Despite the sadness of the occasion many gave way to hysterical giggling as they gradually realized that every compartment contained mourners or corpses . 
sadness  The joy melody of Morning has Broken followed but the sadness of family and friends choked many of the words . 
sadness  They talk about the sadness of departure ; what about the guilt of arrival ? 
sadness  It is worth asking if all our sadness and anxiety is in fact for our child . 
sadness  Was his sadness tinged with guilt ? 
sadness  She felt guilty when she sensed Beth 's deep sadness . 
sadness  It was however obvious that there was some deep sadness within him . 
sadness  When he wondered this he felt a deep sadness . 
sadness  As she looked around she felt a twinge of sadness that in a carriage where 70 per cent of the commuters were men there were five women forced to stand in the aisle . 
sadness  If refused they may feel sadnessdisappointed or inconvenienced but their self-concept is n't shattered . 
sadness  She looked at the crumpled figure who was fighting for breath on the pillow perspiration pouring down his anguished face . 
sadness  If she had been paying more attention to his face she might have believed that his deeply shocked anguished expression was not an act put on for her benefit . 
sadness  ` I only hope you 're right ! " he said in anguished tones . 
sadness  She looked up at Phoebe with an anguished expression that was nearly honest repentance . 
sadness  The earliest sparkling wines were undoubtedly discovered by accident probably by the trial and error methods employed by anguished winemakers ironically trying to avoid the nuisance of fizzy wines . 
sadness  His anguished voice tailed off to intensify the effect . 
sadness  The anguished princess says Morton told one friend : ` If this is the price of public life then it is a price I am no longer willing to pay . " 
sadness  As the week went on I got more and more anguished telegrams from home telling me to conclude the deal and come home . 
sadness  She felt the anguished tears of motherhood blur her vision and blinked them away . 
sadness  There was an anguished cry from the tub . 
sadness  Alexei 's expression was anguished and it was clear that he wished himself elsewhere . 
sadness  He glanced up saw Auguste 's anguished eyes and thought he understood . 
sadness  Gina bit her lip as her sister 's anguished sobs echoed over the line . 
sadness  An anguished groan escaped her the certain knowledge hers that both she and Cara could say goodbye to that interview for ever if she breathed a word of the truth to him . 
sadness  In time perhaps she would make efforts to conceal her resentment about his ability to make her feel guilty and he would make efforts to conceal his anguish about the loss of her . 
sadness  Manager Graeme Souness 's touchline ban meant he could only watch in anguish from the directors ' box . 
sadness  Her fingers tightened on his hands hearing the anguish in his voice . 
sadness  There was real anguish in his eyes . 
sadness  At last he turned to her and he could not have failed to see the anguish in her eyes . 
sadness  But the address underlines the anguish of Her Majesty 's speech after the Windsor Castle fire when she referred to 1992 as her ` annus horribilis " . 
sadness  From somewhere in the gloom accompanied by raucous laughter and much crudity a young female voice began to groan and then rise unintentionally mimicking the anguish of a wounded soldier . 
sadness  You may imagine the anguish of the people as this was going on . 
sadness  He could see no way out and in his anguish he began to think of doing himself in ; the method he would use would have to be quick and simple . 
sadness  My anguish must have shown in my face and in my voice . 
sadness  But the behaviour of Reverend Prentice has only added to his anguish . 
sadness  For some the strain of living together without legal ties leads to considerable anguish . 
sadness  And Ryan had spent more than one night under the roof with her she remembered in bitter anguish . 
sadness  Her voice shook her face was white with anguish . 
sadness  The smiles hide the anguish . 
sadness  Joseph unable to follow the French waited in anguish not knowing what was being said . 
sadness  It 's been our experience that families and particularly carers go through great anguish much pain and heartache associated with this process . 
sadness  SHE was once considered one of the world 's most beautiful women but yesterday every line etched on Britt Ekland 's face told a story of personal anguish . 
sadness  What this implies and should express is the field-worker 's moral commitment to his foreign hosts ; this can be the source of much personal anguish and heart-searching . 
sadness  This is a peculiarly nasty technique of persuasion causing great psychological anguish throughout the middle ages and even today . 
sadness  Some real research I suggest is needed into a condition which though frequently rib-tickling in retrospect causes widespread anguish at the time . 
sadness  ` She felt that would have caused pain and anguish to William and Harry . " 
sadness  Whether the cries of anguish for 1991 alone are justified remains to be seen . 
sadness  A faint cry of anguish came from the direction of the bed . 
sadness  Katherine could feel his anguish and for the second time that day the tears slid down her cheeks . 
sadness  ` He was depressed and has suffered a great deal of mental anguish . " 
sadness  Suddenly becoming aware of his blue gaze being levelled in her direction she turned a smile into a cough and promptly spilled coffee into the saucer . 
sadness  I felt that she was quite distressed by the birth -- she seemed drowsy and a bit blue . 
sadness  He looked so crestfallen that Old Bulldog did n't know what to do for a minute . 
sadness  The wedding guest did not exactly beat his breast but he looked considerably crestfallen . 
sadness  Then in response to my crestfallen look he added kindly : ` Of course you did not look gay -- you 're no screaming queen -- but nevertheless I just knew . " 
sadness  Nicky looked crestfallen but did not dare argue with Constance when she was in this mood . 
